target_frequency_ghz,target_bandwidth_mhz,substrate_epsilon_r,substrate_height_mm,patch_length_mm,patch_width_mm,feed_width_mm,feed_offset_y_mm
3.4485,296.096,2.2,2.51,27.73435784320712,40.623722763657774,2.5238346134935465,-9.756065137171133
2.1727,197.912,3.0,0.908,41.00469977021792,49.04706810267647,2.957852809395231,-13.061418733523144
4.5882,248.007,4.4,1.552,15.834124608131065,21.219772111000307,1.2195901942466785,-5.398881686243457
5.796,233.03,4.4,1.725,11.729193862500956,16.65864748690259,0.9664489866055472,-3.720603980132643
3.3813,298.569,3.0,1.764,25.33329059466789,36.41061413392478,2.0966504633598206,-8.975536985996632
1.2548,60.132,2.2,1.488,78.968289503003,89.46550802444679,5.206917023888346,-21.25171717300691
3.3993,214.48,2.2,1.333,28.260122039903766,36.7910014546709,2.3087246504812686,-8.981389014778864
5.2668,197.162,4.4,0.81,12.925723090713738,19.11462118254433,0.9711953262599956,-4.211951336957997
1.8274,225.799,4.4,0.842,39.815330984760216,55.60609468409787,3.0517577224879218,-13.470676909680032
2.3659,43.64,3.0,2.168,36.107708270002135,43.696735842571286,2.5035361737378894,-9.13908398348992
4.9801,170.462,4.4,0.827,14.0278826395863,18.38783556919222,1.0376059893909615,-4.376653872963049
3.8497,58.246,3.0,2.523,22.16136837906196,28.74052519071532,1.5270106312045204,-6.105461182981506
2.886,136.409,3.0,1.233,28.492080021368555,36.58705441644069,2.147070919794648,-8.041207584622796
1.5535,98.158,2.2,1.89,62.85056140571632,80.20711801107669,4.57114806924711,-18.56769318483259
4.6756,109.929,2.2,2.085,20.096453396828597,25.681190358231923,1.5540995988164954,-5.92591537146719
2.242,96.095,4.4,1.968,30.335498864340757,43.610199762199855,2.2525711642612416,-8.650903926838552
5.5842,116.814,4.4,1.062,12.626940833881283,16.729607290807454,0.8896927261203312,-3.720775859973684
3.1899,202.534,4.4,2.832,20.323297345024173,32.44958789702113,1.7814336546305147,-6.475104723837428
5.23,40.869,3.0,2.292,15.32472147198593,21.220790969004955,1.113003273993031,-4.104412766786753
4.3374,206.99,2.2,1.002,23.16417098501227,27.63908288756615,1.6806801780561411,-8.02185257771224
4.1274,116.533,3.0,1.361,21.415768034915743,26.088234984516426,1.443866338885204,-6.524662095365801
4.725,236.46,2.2,2.952,19.98873912000228,27.229381688943327,1.707904348904226,-7.125669170444147
2.9503,299.625,4.4,1.055,23.279508376393338,33.1870792162802,2.020316511934991,-9.16247765025512
5.9602,299.844,2.2,2.236,15.546281613954449,21.185158195447123,1.4491537470431504,-5.77749514011472
5.3953,55.946,2.2,1.117,17.497289806646993,22.053378453053785,1.183714236584151,-4.970148457928918
4.7616,166.128,3.0,1.366,18.060081365474485,23.341723572756223,1.2441346061637726,-5.2619392727025
1.9615,89.615,4.4,2.72,36.25363431093604,46.00136350645691,2.526492639897627,-10.080314691932347
3.8205,212.696,2.2,1.492,24.539448351541573,31.38703212452873,1.9508678689296248,-8.026958933375285
1.6735,262.276,2.2,1.188,58.79126433021486,76.67059478174464,4.650415826226622,-22.03525558612236
3.0063,117.463,2.2,0.897,34.69164196259719,40.92490805160684,2.339826933668811,-10.149376430297234
4.1657,280.228,4.4,1.749,17.310325447708728,23.993651324621347,1.347743894572851,-6.3185617511908765
5.6375,191.297,3.0,2.619,14.198138724205153,18.95990502792852,1.251701911400046,-4.532987648823513
3.8254,102.992,4.4,1.621,17.585250293064178,25.163110061420745,1.224283434113721,-5.230246497707884
1.592,244.583,4.4,1.719,46.088189226222944,60.97056075257741,3.609412484629812,-16.755931614886414
5.7366,139.348,3.0,1.013,15.144043327662848,20.30320369800309,1.0739773443314684,-4.760438996150394
1.2991,255.371,4.4,1.059,52.999908889097966,77.40323307359195,4.230215512493646,-18.030547114394604
4.9789,177.332,3.0,1.079,17.045869412677582,23.61614041782813,1.3187351058082908,-5.690304519278709
3.5788,282.768,2.2,1.281,28.89959119865512,35.636556133981806,2.251690670662561,-10.167083272938678
2.8915,238.109,3.0,2.881,28.766798658946463,38.401552299311504,2.55285171058993,-9.82516882714446
1.3341,190.098,3.0,1.728,62.62948740836766,86.01414654058661,4.953240694932422,-22.0001955795777
3.1254,249.273,4.4,1.616,22.45457167219661,32.85719375134716,1.750074042304452,-7.319412610038908
1.8759,126.574,4.4,2.358,37.44363080183661,48.1222101406434,2.8183973729382914,-11.038225706528207
4.7589,114.739,3.0,1.33,17.248388994225497,21.86857543427202,1.2865252877668407,-5.329641744898221
3.4716,139.988,4.4,1.85,20.16522463959253,27.499195166687525,1.4528443392452306,-6.670005605210796
1.2897,286.309,2.2,1.229,77.08024265145572,106.38251791144826,6.205784254602934,-26.72318114445064
2.8916,255.484,4.4,2.498,23.227598691735565,32.571472902093696,2.0877208416221844,-7.400105866376286
3.0592,138.906,4.4,2.963,23.24010849408742,30.050790191644648,1.7328475718592606,-7.1031714049479975
5.2334,137.783,3.0,1.294,15.258350977779363,20.18722479704605,1.1761291026422984,-4.807447482250333
3.6373,231.088,4.4,2.729,19.22203155082256,28.04023272336698,1.5842916744134208,-6.627949880582765
5.9209,125.054,2.2,2.819,15.393587939253583,20.600785178631146,1.3202894369605516,-4.515403028973378
3.8176,163.813,3.0,2.366,20.62934194538777,28.673612011007855,1.6999810017170585,-6.551460310042149
4.1778,230.879,3.0,2.362,19.66689680244746,27.45921435067121,1.6467151106556757,-6.6882663626195376
1.3703,65.786,3.0,2.978,64.16551409537531,78.3206698883672,4.53284705576754,-18.118990204813453
1.3887,236.557,4.4,2.684,49.89797341214611,69.05818744565057,4.128320630128696,-16.537434575813418
3.2048,230.585,3.0,1.289,25.86064693463596,37.31430120421106,2.055717833275564,-8.733809701207877
1.9044,88.567,4.4,1.791,35.65286166092757,45.67403323472259,2.6244322007868788,-10.193622280449729
5.9941,90.465,2.2,2.669,14.766980668335504,19.47005804075457,1.2240299470989553,-4.202822616796257
2.6043,177.766,3.0,1.392,32.97112188336718,43.12403214054963,2.4712516401376448,-10.423848621451231
1.2747,187.066,4.4,0.943,53.287646822798045,79.29742996560587,4.143640834846963,-16.28426730501251
2.5014,158.853,4.4,1.887,27.69991553121952,37.006047299782296,2.1625521573259743,-9.1414229746422
1.8833,252.592,3.0,1.711,47.34473415499622,59.48862796634516,3.721246075365599,-16.22205865174688
1.3751,227.041,3.0,2.427,64.3278587014316,83.24178421003184,5.050282309454969,-20.673146191520757
4.4646,296.574,3.0,1.367,18.182111213869973,25.23759816689923,1.5516166609204192,-6.326443148081711
4.4377,42.791,2.2,1.136,21.70690818531913,25.54949811115557,1.4465023004259208,-6.160902328535042
3.5757,123.104,2.2,0.848,27.643941667377664,32.547186164457855,1.963316822713928,-8.502683378515991
5.2133,117.453,2.2,1.796,18.275593447240016,24.725384723179136,1.4073216487621345,-5.4649259745684455
5.8826,80.35,4.4,1.968,11.13421388392961,14.783699470741237,0.8459789641135418,-3.291556118072692
1.6197,94.386,4.4,1.888,44.840790073450464,54.75133921288669,3.143040200797845,-12.804183699195676
2.3695,38.859,4.4,1.329,29.240301971703936,37.08065505339857,1.949990098613902,-8.000089038165648
4.8344,247.728,3.0,1.756,16.788840175706387,25.21793265457622,1.360207441395809,-6.062415170496466
5.3971,102.992,4.4,1.735,13.104867538685918,17.11235352552376,0.943558417573098,-3.864117894831361
5.0911,187.724,4.4,1.174,13.373630717068082,20.045329386872968,1.113072838536383,-4.3772631355421625
1.7815,58.121,3.0,1.774,50.4212621645996,59.177523669917534,3.3989768584225337,-14.469627851855597
2.6951,206.974,3.0,2.238,29.95696107193312,44.49701489642215,2.4077957074611787,-9.861812079398224
2.8943,188.63,4.4,2.498,25.004067715366016,33.63407254390268,1.905462218452461,-8.204548102209786
5.3453,39.836,3.0,2.653,14.882000668642476,19.15399251898968,1.1867553710440055,-4.116452775925707
4.6424,41.657,3.0,0.887,17.427977149288044,23.46019619759757,1.1456171253267575,-4.755597013420479
3.4814,278.196,2.2,2.481,26.283832820664003,35.79086264559799,2.4704013522824333,-9.557661609227884
1.8516,48.667,3.0,0.952,47.55039176551276,55.78794015325557,3.1088596252214504,-13.663854339057696
3.3882,269.31,3.0,0.914,25.67457269292705,35.324835855724054,1.9869533648461724,-9.104968266644075
1.2363,235.808,3.0,0.819,73.216332396871,88.17620724573597,5.459947293674513,-25.53272496082101
3.7794,110.301,3.0,1.344,22.017072725184438,30.24039116990969,1.6611653316207673,-6.2702579250147945
4.1581,234.484,2.2,2.322,23.66057476272373,31.797640311738377,1.882230672146374,-7.854297264520581
4.2867,224.458,4.4,2.087,16.151672529079892,23.8327176253645,1.2901707557766218,-5.088574379823821
2.8412,43.603,2.2,1.943,33.302660431318245,40.17248626706249,2.5313848398455843,-8.912196613879342
3.7613,87.17,4.4,1.949,18.957147525319247,24.578651989229435,1.3117515362040335,-5.37548278166239
3.7431,88.085,3.0,1.299,21.882102174543707,28.93261658002771,1.5987424865041482,-6.33607690155328
3.536,147.987,2.2,1.921,27.06977580293766,33.93740605059738,2.118088510020186,-8.372735715976152
4.7337,169.475,4.4,2.292,14.351142818306805,20.072516566721927,1.13219889881697,-4.8359459031210905
1.0195,150.219,3.0,1.228,83.19313086886658,104.30014934245168,6.275379144339203,-26.337226748242955
4.071,92.789,3.0,1.117,21.20537483432524,25.990420007128755,1.4316165079610204,-6.05892983175804
2.4428,95.155,4.4,1.554,27.70526134892237,37.98475687318109,2.031505464097121,-8.057790271654031
5.9655,143.444,2.2,2.662,15.652699233918764,21.300931211662395,1.2540589735779837,-5.050645049765086
2.9932,157.408,2.2,1.784,33.0898005693594,41.52399606785392,2.5556610823197063,-10.03330969531535
5.3743,74.784,2.2,2.971,17.371249755961053,20.965920553064297,1.3493812104920822,-5.088030500346121
3.5159,297.536,2.2,1.298,26.710532003134777,37.96366190356122,2.329294591365912,-9.738030950949144
4.5335,185.33,4.4,1.965,14.450727628704142,22.26688977412726,1.240115650324406,-4.6114802565178445
4.2639,278.16,3.0,1.955,18.65224026139997,26.96015278283965,1.7021648243746477,-6.84450876420634
4.189,124.881,3.0,1.027,19.72442553184041,26.724964840690525,1.4087361586644802,-5.861674707423392
1.5951,96.087,3.0,2.111,52.66012464254848,69.52331195060704,3.959139206221856,-15.081365588169533
3.3261,89.398,4.4,2.426,21.30848877885284,28.61916662447645,1.6099855639434764,-6.386322360806651
4.8375,131.647,4.4,0.941,14.36681895815739,19.37222052179454,1.0138102817863472,-4.620906551948143
4.1073,153.589,2.2,0.88,23.016278842203658,29.29430380734889,1.7130192197584824,-6.987382314368524
4.0883,194.778,2.2,2.959,23.968301858736027,29.41130346483504,2.024222947996271,-8.06705871245529
3.2812,71.846,3.0,2.282,24.748980503406795,33.876233087309934,1.8549823273994035,-6.783348214143739
2.6079,53.189,4.4,1.838,26.24765259562959,32.928012372841344,1.71974430953877,-6.873297321592199
2.2397,276.785,4.4,0.826,32.738880711497416,47.690378473843545,2.4298382834860752,-11.917206723108228
4.068,105.119,2.2,2.725,22.229333955231105,30.167591820833916,1.9140379085974355,-6.286512203792285
2.2243,231.332,3.0,2.107,36.56122887811736,53.43791868141872,3.039953172377302,-13.04587238874254
2.5708,68.148,3.0,2.056,32.12089000023361,43.18418685900565,2.2339018323242525,-9.070515332281172
3.3049,203.482,3.0,2.946,25.846447292932645,33.33555985695326,2.101988752206347,-8.952437028552703
4.6581,151.084,4.4,1.2,14.281928384392543,21.615957167638975,1.1194901332037357,-4.769519436840525
5.3741,277.336,4.4,2.822,12.465592892665857,19.86852280825664,1.1681848178549508,-4.453563334440153
4.5558,207.241,2.2,1.361,21.335519473652795,28.37037414707096,1.6406638259176665,-6.895071692051053
4.6068,235.476,3.0,0.895,19.110890153647297,23.695572910112244,1.4189818529493707,-6.469831226685602
1.3512,45.367,3.0,1.53,66.27748004041803,76.67462472085413,4.064134083395185,-17.514351058419532
1.0218,166.953,2.2,1.602,102.51144028759644,118.61922507782076,7.051435843397561,-31.357768980032876
4.8075,279.14,3.0,2.85,17.209408353680683,24.901631676757205,1.5551759485383003,-5.9374264006216055
4.7996,217.799,4.4,2.586,13.324447093860895,21.26368005664885,1.167808162818676,-4.498621887267886
1.5742,180.179,4.4,1.46,44.46694609729658,63.65713916166732,3.376223192998277,-14.646583138466196
1.9439,236.121,4.4,1.302,38.19240069718341,48.8561124467598,2.924195057265948,-12.33941634273165
1.4509,147.011,2.2,1.726,67.85260626852944,87.48385938197147,5.251465611586295,-22.785772588008623
5.6669,282.965,3.0,0.957,14.975511276797482,21.079937513673517,1.2350000345910577,-5.469529673284696
1.131,95.522,2.2,1.405,87.57309311640333,104.73625146767034,6.072765382852536,-25.67030526011181
3.4775,126.206,4.4,1.524,20.261198414321527,27.03793818806484,1.4905499414434478,-5.9848058788920655
1.0506,277.157,3.0,1.734,81.54846208376449,117.93870921420864,6.869221444357045,-31.75887021244244
4.4598,204.95,4.4,1.042,15.084260445248974,22.817525625880577,1.2043576704743946,-5.058350422771465
5.3038,122.413,4.4,2.671,12.51151821570196,17.52919950109949,1.0063524079035848,-3.844489120717554
1.2022,128.378,2.2,1.213,86.71801890231168,99.94416159418886,5.949375174720169,-26.387342202046604
4.7566,244.116,3.0,1.434,17.811264891323745,23.754269076758188,1.3866130771477871,-5.71123053095347
4.382,231.456,3.0,2.449,18.026302470765195,26.25667054933861,1.532943630254268,-6.068877241878772
4.4069,105.08,4.4,2.582,15.886594625829328,21.693298404680387,1.130626830222213,-4.954525438008903
1.2436,34.453,3.0,1.866,68.87826657315377,81.79787215716637,4.871440018782458,-19.295491323612584
2.7202,170.191,3.0,2.017,30.39857300772429,42.58743637593111,2.315207420215497,-9.85093844173657
2.6116,134.495,2.2,1.781,38.992352561307634,45.69163676967891,2.8769135983277856,-12.391124497724158
5.3473,268.369,2.2,2.995,17.67431154154836,24.289086938805315,1.6197070832687863,-6.163655036203831
2.6029,290.356,3.0,1.151,33.2942789508462,44.19872464532646,2.732963127188859,-11.553623983646832
2.3829,38.157,2.2,1.976,42.70153879759234,47.79995228142634,2.8898162815460915,-11.70361411647644
5.4501,213.452,2.2,2.798,16.26801820712904,23.18633511173893,1.571375578554763,-5.402479812506414
1.9224,55.53,4.4,1.872,36.21665347657474,50.0286393007284,2.6177200101695504,-10.117181044941624
2.6564,210.925,3.0,1.137,32.03084194203437,44.117846814781245,2.521083294370542,-10.555504073734388
4.5481,234.368,4.4,1.348,15.985924546348556,22.87105854271845,1.1706139963025328,-5.678197336931906
1.4243,168.113,4.4,1.241,49.76209431444293,69.54643175626852,3.543598375035464,-14.691016160919832
4.4034,250.81,3.0,2.915,18.698646435781235,26.33957931531204,1.6925963420534067,-6.58610284201498
3.8116,206.334,2.2,1.138,26.324676822359763,34.47946615559392,2.0235786607167143,-8.60851464817743
3.1391,105.553,4.4,1.659,22.737473147878376,30.93848104683016,1.5783063679287697,-6.731116738068439
4.9751,106.404,4.4,0.888,14.407706729763731,19.08286553512512,0.9585339727416688,-4.2226398029378895
4.3795,122.802,2.2,0.862,23.669617997901803,27.319314754229893,1.6067260838826998,-7.102778877298021
5.8722,40.616,3.0,1.82,14.535029577944922,18.806680963746555,1.0029580068643464,-3.967188094685086
5.0645,267.933,2.2,2.271,18.626076720834057,26.823098797460982,1.6346368811557053,-6.720599161454944
1.6943,275.683,2.2,2.623,58.497434829474365,78.28573394623895,5.007067739698866,-20.79272193860803
3.1271,288.937,4.4,1.45,23.4962304714728,33.34980706355006,1.933264518267133,-7.88823047883114
3.6094,83.185,3.0,1.119,22.59422877150314,28.64495337759279,1.568882030655001,-6.516221973058323
2.1886,33.814,4.4,1.512,31.03822010829441,41.44728957580521,2.017265786616248,-8.029502208851246
2.253,152.248,3.0,2.006,36.14255263758392,50.52179979443595,2.7397017236244534,-10.9035880947311
2.8942,251.82,3.0,2.663,28.585444521119115,41.355794452727466,2.47047798432524,-9.582300300998318
5.8341,219.988,2.2,2.56,15.114452748225348,22.16379907832853,1.3370497274111055,-5.077884273682082
4.6464,113.606,2.2,1.403,21.06022320659864,27.51793678701865,1.5049694441932755,-6.098718665968712
5.5371,55.781,3.0,1.473,15.29789267444778,19.665708109259544,1.041181486045074,-4.241144658909905
3.5939,159.404,3.0,1.136,24.396807870465345,32.47621176014518,1.8381788109892203,-7.634334300661261
3.1754,142.233,2.2,2.319,29.74878872981176,39.03001222796036,2.4268175185824346,-9.399799906992182
5.8101,220.847,3.0,1.811,14.721609278129671,19.225253979253047,1.1504728454842523,-4.821267276960334
3.7618,255.689,2.2,2.392,24.8882128043892,34.66348541344936,2.236034733924888,-8.643201617073268
3.8378,80.092,2.2,1.05,26.2718137110788,29.583210161092385,1.6992024526545098,-7.644516788810074
2.9215,264.402,4.4,1.178,24.307107411821537,35.05767465902729,1.9106461048189256,-8.876331785212317
5.7809,105.333,4.4,1.823,12.195933265451588,16.888677910815428,0.8799842777508178,-3.4326658164932224
1.0367,125.948,4.4,2.34,69.33993969978243,86.85763817727175,5.121535646526511,-21.27189616695904
5.9866,124.58,4.4,2.37,10.376755097512394,15.023384543465696,0.8989746190592425,-3.268596947167854
2.0078,178.76,2.2,0.93,47.72600421873958,64.33781019418059,3.5843313532284773,-15.770852342075854
4.8302,266.837,3.0,2.889,16.440546700274886,25.178704408331708,1.489332112889162,-6.026012582024861
1.7331,146.631,3.0,2.095,48.18073505739461,60.888342262929,3.682122214671618,-14.146924274734776
2.0051,235.28,4.4,2.08,35.22170534767496,50.39407940527332,2.7320132329454703,-11.554067940164714
4.7124,70.676,3.0,0.915,17.605574694109794,23.359188408982664,1.216430989855529,-5.044173810878857
3.8792,183.187,4.4,1.618,18.53147094142769,24.17460684990933,1.4025985112647372,-5.759627793080439
1.7449,187.697,2.2,1.535,54.60631404546805,75.06380151161932,4.4426012996627255,-17.37651192505516
5.1425,291.937,3.0,1.323,16.21525865663047,23.376510198172102,1.349120775507909,-5.536209505433693
1.0943,152.856,2.2,2.495,92.27396428113585,112.78069096264431,6.987556846446327,-28.17723528671342
4.8669,259.652,4.4,1.71,14.423393299829636,20.75805884208597,1.1362386522819288,-4.878027921036273
2.7776,104.217,3.0,1.886,31.909048067948287,37.84387955765914,2.139374663052025,-9.443632258809105
4.7751,40.033,2.2,2.253,19.884964850443318,25.042905785390182,1.4554011275187009,-5.432571885989065
4.2188,268.559,2.2,2.808,21.606638066859,31.006357035505992,1.967549455521205,-7.662822306983244
5.3207,111.984,4.4,2.941,12.322272738582852,17.52111609272196,1.0169043909386115,-3.62495957017036
2.6298,103.244,3.0,1.784,32.742564593235045,38.96739584684817,2.4084127778446653,-9.99688478501365
3.0837,264.926,3.0,1.074,28.780886438727,36.108346522270985,2.261240031254528,-9.790629754927744
1.5568,65.744,2.2,1.113,61.71370492002598,79.77035168043085,4.15446332706833,-17.72823723735216
3.6246,239.446,3.0,1.853,24.217245003070595,31.653565959713877,1.8134783553442344,-8.096174557177973
3.7153,102.18,3.0,1.783,22.81681524017209,27.627792633000748,1.5832607036988342,-6.591199719108661
2.4296,49.329,2.2,2.514,38.36295487891876,48.44227117613953,2.728206077814687,-9.884654935857736
2.3624,207.881,4.4,1.764,30.04647640539984,40.04861400821155,2.356260660600372,-9.732561909513072
4.748,66.945,4.4,1.502,14.842186508310162,19.259214387495724,1.0142801505444328,-4.239235274532564
3.8951,169.726,4.4,1.76,18.120615822791187,24.727934175296078,1.3810698941791224,-5.892274888544432
2.4969,214.218,4.4,2.106,28.72912856763968,38.55971473232042,2.226754447402681,-9.620079950349703
1.6266,53.421,3.0,2.572,54.664289418856704,64.87312677925974,3.695593604338762,-15.008567988581968
3.7721,89.913,2.2,1.942,26.155640113914405,31.45517208696113,2.027226972376557,-7.6788904443130654
3.5319,269.973,2.2,1.286,28.774485149331788,37.06963023682003,2.228194419916881,-10.178944981309378
3.0396,135.211,2.2,2.825,30.52093529814343,39.36408867678025,2.5141551324832387,-9.667759255514348
1.2668,190.708,3.0,2.688,70.71279993002973,89.47472648773785,5.487984438886029,-22.328576915409755
2.2185,93.628,4.4,1.87,30.21778106670162,41.16103774503297,2.3118685780766737,-9.02836835493652
2.664,200.939,4.4,1.476,25.671143029033107,38.501149233542186,2.1459208780179018,-8.423421107291459
4.2539,219.508,3.0,2.503,18.952979759738625,26.04806109373015,1.6524362848534575,-5.980848337569959
1.1277,32.013,3.0,2.102,78.8201955267924,88.87430562032118,5.173451846444163,-20.304973546929592
3.1084,180.812,3.0,1.296,26.3577185403795,37.53323870418168,2.0339125272961707,-8.230235216233925
3.5287,295.765,3.0,1.796,23.14262437251755,33.52972957431519,2.0355598817559253,-7.708535369399322
3.7781,216.133,3.0,2.989,21.747743288940907,31.4347497304192,1.9163102598998492,-7.03529654223942
4.8335,44.519,2.2,2.123,19.6277263432081,24.877876837574917,1.402097018204321,-5.323939040294551
5.2139,197.8,2.2,1.3,18.77679522996758,23.766577767246268,1.4949085798140955,-6.029713132344071
5.6976,63.926,2.2,2.981,15.604868664936388,21.211881297311347,1.2043279315997322,-3.9914678639740906
4.3695,44.659,3.0,0.807,20.258316083330826,22.86788426955571,1.245434168173543,-5.655789141764503
1.0986,44.064,2.2,1.174,95.4360348867108,102.33998857223467,5.761196338866255,-25.37459160118249
1.0222,82.103,4.4,1.103,67.95693653667506,93.47995172441397,4.635181063515122,-20.025084140774947
5.1094,159.412,3.0,1.026,15.826947924304193,21.14371740462377,1.1809267735265985,-4.95827396503011
5.3762,252.812,2.2,2.904,17.48570099603213,23.82465125428593,1.571668650397976,-6.3039846550214
4.3408,235.848,3.0,2.698,18.753917828837263,28.13113347195667,1.712446341030567,-6.307899307788789
2.9803,40.808,2.2,1.559,34.493522704822325,39.31793937746404,2.319318041454117,-9.825351115012774
4.3293,253.946,2.2,2.329,21.44172731545065,29.44914051809018,1.8727762612152197,-7.697722659531779
5.0954,204.043,2.2,1.6,18.10711069598967,23.86141244311831,1.4837110512418712,-5.899061310622672
4.4835,241.522,3.0,1.282,18.218553405306945,24.97548549046499,1.5093437122584077,-6.317934282092519
1.7327,179.243,2.2,1.645,58.87851387270312,71.20600066371722,4.408188403635094,-18.123394167043077
4.2299,286.675,2.2,2.851,22.7988939946356,32.79222487059459,2.1007796786687822,-8.52003915881149
2.7602,175.098,3.0,2.619,30.082393836005725,38.202142957141575,2.5347810594147298,-10.30734336846974
1.4831,200.794,3.0,1.94,55.23780611101719,80.57824184577804,4.6682321398317255,-18.39318540806528
4.3162,94.029,3.0,1.488,19.104351986491636,26.054955504957743,1.379698937859268,-5.974422893228327
2.6356,59.743,3.0,1.83,33.715302846417806,38.65237408854388,2.1601287549525687,-9.329165331087497
4.7608,110.426,4.4,2.647,14.061463567671382,19.33669797740641,1.1039376131500211,-3.990444294797495
2.6644,210.998,2.2,1.466,35.89933654486658,50.299538258302114,3.06804245248112,-11.209312673318887
4.7607,218.525,3.0,2.672,16.625674196027354,23.522286643832643,1.4329882585013691,-5.8844057399155885
1.3365,272.267,3.0,1.97,66.80513392240202,88.22907780603288,5.250563266467335,-23.64807519777974
4.0728,32.807,2.2,2.212,23.75655184713759,29.91628148824519,1.6823305282927898,-6.265251445421419
2.1377,186.71,2.2,2.17,44.22950521007515,58.484485464148975,3.5991392099464385,-14.292164913271458
5.4594,207.436,4.4,1.366,13.065090840326686,18.189307864661497,0.9339194696372302,-4.388854586572188
5.4602,177.323,3.0,2.493,13.982813863470252,20.635468788492812,1.1832253093363476,-4.73465190677915
5.915,215.233,3.0,2.011,13.089218349768332,18.6110212501475,1.159816866388859,-4.578212173201481
1.7795,287.12,2.2,2.77,55.97669769891726,75.65130554320304,4.888497577304364,-19.852200663009647
1.7143,163.167,2.2,2.141,56.39726068825016,68.79437113775685,4.585190737767159,-18.002952222581094
5.9776,298.474,3.0,0.993,14.03745589394432,20.717677447728693,1.1410301835667265,-4.77800786427213
4.8014,182.375,4.4,2.132,14.086361922059824,20.710946517937188,1.1547048247853369,-4.424934155070255
2.8311,72.772,3.0,1.183,30.75312612991539,36.53916256822313,2.010362109898008,-8.64252100151438
5.7067,89.258,2.2,2.756,15.250100223406305,21.790865878096675,1.3741119946190807,-4.142723062692352
1.6415,82.689,3.0,2.374,52.63079008801287,63.65290718220566,3.538510161781542,-15.420297791659776
5.8324,188.899,4.4,0.987,11.994839246516271,17.342902281388945,0.8945011788683418,-3.92024727928196
3.6451,103.594,4.4,1.031,18.92268738209757,25.862209691942827,1.309449847614582,-5.510126150794577
2.3377,179.219,4.4,1.349,29.517612746803383,40.82198878725733,2.2298942869362515,-8.944140001257509
3.7303,50.327,3.0,2.21,22.595621598655097,27.76225586551329,1.5895700896306684,-6.19853107910776
1.8014,209.797,4.4,1.559,39.39172555550613,54.68973764266981,3.149880260753445,-13.342956906983474
3.2774,62.092,2.2,2.601,29.51616022670209,34.70326996058602,2.1274315789655023,-7.701018193144379
1.6646,267.163,3.0,2.765,52.72419713837591,73.39919124123614,4.406083179790001,-19.653104045605478
